KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
lpl		lpl:lp_1734	path:map00900	ec:4.1.1.33
lla		lla:L9089	path:map00900	ec:4.1.1.33
stj		stj:SALIVA_0565	path:map00900	ec:4.1.1.33
csh	D9R8E6	csh:Closa_1295	path:map00900	ec:4.6.1.12
ecq	B7MZ47	ecq:ECED1_3202	path:map00900	ec:4.6.1.12
ecr	B7LXF8	ecr:ECIAI1_2847	path:map00900	ec:4.6.1.12
ecq	B7MZ42	ecq:ECED1_3348	path:map00900	ec:5.3.3.2
ecr	B7LYF3	ecr:ECIAI1_3008	path:map00900	ec:5.3.3.2
lpl		lpl:lp_1732	path:map00900	ec:5.3.3.2
lla		lla:L11083	path:map00900	ec:5.3.3.2
stj		stj:SALIVA_0567	path:map00900	ec:5.3.3.2
ecq	B7MY16	ecq:ECED1_2804	path:map00903	ec:4.2.1.17
ecq	B7N2F2	ecq:ECED1_4548	path:map00903	ec:4.2.1.17
ecr	B7M6M2	ecr:ECIAI1_2418	path:map00903	ec:4.2.1.17
ecr	B7M649	ecr:ECIAI1_4039	path:map00903	ec:4.2.1.17
ecr		ecr:ECIAI1_1393	path:map00903	ec:4.2.1.17
lla		lla:L176238	path:map00905	ec:1.3.1.22
lpl		lpl:lp_3262	path:map00906	ec:1.3.99.26
lpl		lpl:lp_3262	path:map00906	ec:1.3.99.28
lpl		lpl:lp_3262	path:map00906	ec:1.3.99.31
lpl		lpl:lp_3263	path:map00906	ec:2.5.1.32
csh	D9R181	csh:Closa_2049	path:map00908	ec:2.5.1.75
ecq	B7MSY4	ecq:ECED1_4956	path:map00908	ec:2.5.1.75
ecr	B7M8T1	ecr:ECIAI1_4404	path:map00908	ec:2.5.1.75
lpl		lpl:lp_1579	path:map00908	ec:2.5.1.75
lla		lla:L15012	path:map00908	ec:2.5.1.75
stj		stj:SALIVA_0961	path:map00908	ec:2.5.1.75
csh	D9R7M8	csh:Closa_1143	path:map00910	ec:1.4.1.13
csh	D9R4U6	csh:Closa_2484	path:map00910	ec:1.4.1.13
csh	D9R737	csh:Closa_2933	path:map00910	ec:1.4.1.13
csh	D9R4U7	csh:Closa_2485	path:map00910	ec:1.4.1.13
ecq	B7N0Z2	ecq:ECED1_3870	path:map00910	ec:1.4.1.13
ecq	B7N0Z3	ecq:ECED1_3871	path:map00910	ec:1.4.1.13
ecr		ecr:ECIAI1_3360	path:map00910	ec:1.4.1.13
ecr		ecr:ECIAI1_3361	path:map00910	ec:1.4.1.13
lla		lla:L114827	path:map00910	ec:1.4.1.13
lla		lla:L0119	path:map00910	ec:1.4.1.13
csh	D9R3Q8	csh:Closa_4283	path:map00910	ec:1.4.1.4
ecq	B7MVN9	ecq:ECED1_1962	path:map00910	ec:1.4.1.4
ecr		ecr:ECIAI1_1822	path:map00910	ec:1.4.1.4
lpl		lpl:lp_1169	path:map00910	ec:1.4.1.4
stj		stj:SALIVA_0404	path:map00910	ec:1.4.1.4
csh	D9R8X8	csh:Closa_1350	path:map00910	ec:1.7.1.15
ecq	B7N103	ecq:ECED1_4029	path:map00910	ec:1.7.1.15
ecq	B7N104	ecq:ECED1_4030	path:map00910	ec:1.7.1.15
ecr		ecr:ECIAI1_3504	path:map00910	ec:1.7.1.15
ecr		ecr:ECIAI1_3505	path:map00910	ec:1.7.1.15
ecq	B7N2T7	ecq:ECED1_4798	path:map00910	ec:1.7.2.2
ecr	B7M7Y3	ecr:ECIAI1_4304	path:map00910	ec:1.7.2.2
ecq	B7MU10	ecq:ECED1_1374	path:map00910	ec:1.7.5.1
ecq	B7MU11	ecq:ECED1_1375	path:map00910	ec:1.7.5.1
ecq	B7MU13	ecq:ECED1_1377	path:map00910	ec:1.7.5.1
ecq	B7MUQ1	ecq:ECED1_1620	path:map00910	ec:1.7.5.1
ecq	B7MUQ2	ecq:ECED1_1621	path:map00910	ec:1.7.5.1
ecq	B7MUP9	ecq:ECED1_1618	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1247	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1248	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1250	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1470	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1471	path:map00910	ec:1.7.5.1
ecr		ecr:ECIAI1_1468	path:map00910	ec:1.7.5.1
lpl		lpl:lp_1497	path:map00910	ec:1.7.5.1
lpl		lpl:lp_1500	path:map00910	ec:1.7.5.1
lpl		lpl:lp_1498	path:map00910	ec:1.7.5.1
csh	D9R549	csh:Closa_2590	path:map00910	ec:1.7.99.1
csh	D9R510	csh:Closa_2549	path:map00910	ec:1.7.99.1
ecq	B7MQX7	ecq:ECED1_0840	path:map00910	ec:1.7.99.1
ecr	B7M801	ecr:ECIAI1_0913	path:map00910	ec:1.7.99.1
csh	D9R6Z1	csh:Closa_1030	path:map00910	ec:2.7.2.2
csh	D9R4Y1	csh:Closa_2519	path:map00910	ec:2.7.2.2
ecq	B7N2C7	ecq:ECED1_4522	path:map00910	ec:2.7.2.2
ecq	B7MRI3	ecq:ECED1_0540	path:map00910	ec:2.7.2.2
ecq	B7MZ28	ecq:ECED1_3334	path:map00910	ec:2.7.2.2
ecq	B7MTC7	ecq:ECED1_5104	path:map00910	ec:2.7.2.2
ecq	B7MP91	ecq:ECED1_0352	path:map00910	ec:2.7.2.2
ecr		ecr:ECIAI1_0320	path:map00910	ec:2.7.2.2
ecr		ecr:ECIAI1_0523	path:map00910	ec:2.7.2.2
ecr		ecr:ECIAI1_2994	path:map00910	ec:2.7.2.2
lla		lla:L92850	path:map00910	ec:2.7.2.2
lla		lla:L93826	path:map00910	ec:2.7.2.2
lla		lla:L0112	path:map00910	ec:2.7.2.2
csh	D9R5K8	csh:Closa_2626	path:map00910	ec:4.2.1.1
ecq	B7MNY8	ecq:ECED1_0130	path:map00910	ec:4.2.1.1
ecr		ecr:ECIAI1_0124	path:map00910	ec:4.2.1.1
ecr		ecr:ECIAI1_0341	path:map00910	ec:4.2.1.1
lpl		lpl:lp_2736	path:map00910	ec:4.2.1.1
stj		stj:SALIVA_1893	path:map00910	ec:4.2.1.1
stj		stj:SALIVA_1727	path:map00910	ec:4.2.1.1
ecr	B7M2Y9	ecr:ECIAI1_0342	path:map00910	ec:4.2.1.104
csh	D9R3Z0	csh:Closa_0466	path:map00910	ec:6.3.1.2
csh	D9R8C3	csh:Closa_1272	path:map00910	ec:6.3.1.2
ecq	B7N2L2	ecq:ECED1_4571	path:map00910	ec:6.3.1.2
ecr		ecr:ECIAI1_4069	path:map00910	ec:6.3.1.2
lpl		lpl:lp_1581	path:map00910	ec:6.3.1.2
lla		lla:L0118	path:map00910	ec:6.3.1.2
stj		stj:SALIVA_1847	path:map00910	ec:6.3.1.2
ecq	B7MPD3	ecq:ECED1_0395	path:map00920	ec:1.14.11.17
ecr		ecr:ECIAI1_0367	path:map00920	ec:1.14.11.17
ecq	B7MS53	ecq:ECED1_0965	path:map00920	ec:1.14.14.5
ecr	B7M864	ecr:ECIAI1_0976	path:map00920	ec:1.14.14.5
ecq	B7MYR1	ecq:ECED1_3212	path:map00920	ec:1.8.1.2
ecq	B7MYR2	ecq:ECED1_3213	path:map00920	ec:1.8.1.2
ecr	B7LXH6	ecr:ECIAI1_2867	path:map00920	ec:1.8.1.2
ecr		ecr:ECIAI1_2868	path:map00920	ec:1.8.1.2
ecq	B7MYR0	ecq:ECED1_3211	path:map00920	ec:1.8.4.8
ecr	B7LXH5	ecr:ECIAI1_2866	path:map00920	ec:1.8.4.8
ecq	B7MS12	ecq:ECED1_0924	path:map00920	ec:1.8.5.3
ecr		ecr:ECIAI1_0934	path:map00920	ec:1.8.5.3
csh	D9R328	csh:Closa_0381	path:map00920	ec:2.3.1.30
ecq	B7N253	ecq:ECED1_4293	path:map00920	ec:2.3.1.30
ecr		ecr:ECIAI1_3780	path:map00920	ec:2.3.1.30
lpl		lpl:lp_0254	path:map00920	ec:2.3.1.30
lla		lla:L0087	path:map00920	ec:2.3.1.30
stj		stj:SALIVA_0103	path:map00920	ec:2.3.1.30
csh	D9R992	csh:Closa_3314	path:map00920	ec:2.3.1.46
ecq	B7MRD7	ecq:ECED1_4720	path:map00920	ec:2.3.1.46
ecr	B7M7R7	ecr:ECIAI1_4233	path:map00920	ec:2.3.1.46
lpl		lpl:lp_2537	path:map00920	ec:2.3.1.46
lla		lla:L0101	path:map00920	ec:2.3.1.46
stj		stj:SALIVA_0867	path:map00920	ec:2.3.1.46
csh	D9R356	csh:Closa_2227	path:map00920	ec:2.5.1.47
csh	D9R725	csh:Closa_2921	path:map00920	ec:2.5.1.47
ecq	B7MXS3	ecq:ECED1_2858	path:map00920	ec:2.5.1.47
ecr		ecr:ECIAI1_2472	path:map00920	ec:2.5.1.47
lpl		lpl:lp_0256	path:map00920	ec:2.5.1.47
lla		lla:L0088	path:map00920	ec:2.5.1.47
lla		lla:L0089	path:map00920	ec:2.5.1.47
stj		stj:SALIVA_0341	path:map00920	ec:2.5.1.47
csh	D9R728	csh:Closa_2924	path:map00920	ec:2.5.1.48
ecq	B7N2S9	ecq:ECED1_4642	path:map00920	ec:2.5.1.48
ecr		ecr:ECIAI1_4148	path:map00920	ec:2.5.1.48
lpl		lpl:lp_2634	path:map00920	ec:2.5.1.48
lla		lla:L0102	path:map00920	ec:2.5.1.48
stj		stj:SALIVA_0327	path:map00920	ec:2.5.1.48
ecq	B7MYQ5	ecq:ECED1_3206	path:map00920	ec:2.7.1.25
ecr	B7LXG2	ecr:ECIAI1_2852	path:map00920	ec:2.7.1.25
lpl		lpl:lp_1379	path:map00920	ec:2.7.1.25
ecq	B7MZ53	ecq:ECED1_3208	path:map00920	ec:2.7.7.4
ecq	B7MZ52	ecq:ECED1_3207	path:map00920	ec:2.7.7.4
ecr	B7LXG4	ecr:ECIAI1_2854	path:map00920	ec:2.7.7.4
ecr	B7LXG3	ecr:ECIAI1_2853	path:map00920	ec:2.7.7.4
lpl		lpl:lp_1378	path:map00920	ec:2.7.7.4
ecq	B7N157	ecq:ECED1_4085	path:map00920	ec:2.8.1.1
ecq	B7MYF5	ecq:ECED1_2952	path:map00920	ec:2.8.1.1
ecr	B7M2I5	ecr:ECIAI1_3568	path:map00920	ec:2.8.1.1
ecr		ecr:ECIAI1_2573	path:map00920	ec:2.8.1.1
csh	D9R782	csh:Closa_2980	path:map00920	ec:3.1.3.7
ecq	B7MSV3	ecq:ECED1_5073	path:map00920	ec:3.1.3.7
ecr		ecr:ECIAI1_4448	path:map00920	ec:3.1.3.7
lpl		lpl:lp_1380	path:map00920	ec:3.1.3.7
lpl		lpl:lp_2279	path:map00920	ec:3.1.3.7
lla		lla:L141547	path:map00920	ec:3.1.3.7
stj		stj:SALIVA_1267	path:map00920	ec:3.1.3.7
ecq	B7MY74	ecq:ECED1_2865	path:map00920	ec:7.3.2.3
ecr		ecr:ECIAI1_2479	path:map00920	ec:7.3.2.3
ecq	B7MPD1	ecq:ECED1_0393	path:map00920	ec:7.6.2.7
ecr		ecr:ECIAI1_0365	path:map00920	ec:7.6.2.7
ecq	B7MY16	ecq:ECED1_2804	path:map00930	ec:1.1.1.35
ecq	B7N2F2	ecq:ECED1_4548	path:map00930	ec:1.1.1.35
ecr	B7M6M2	ecr:ECIAI1_2418	path:map00930	ec:1.1.1.35
ecr	B7M649	ecr:ECIAI1_4039	path:map00930	ec:1.1.1.35
ecq	B7MY16	ecq:ECED1_2804	path:map00930	ec:4.2.1.17
ecq	B7N2F2	ecq:ECED1_4548	path:map00930	ec:4.2.1.17
ecr	B7M6M2	ecr:ECIAI1_2418	path:map00930	ec:4.2.1.17
ecr	B7M649	ecr:ECIAI1_4039	path:map00930	ec:4.2.1.17
ecr		ecr:ECIAI1_1393	path:map00930	ec:4.2.1.17
ecq	B7N2T5	ecq:ECED1_4648	path:map00940	ec:1.11.1.21
ecr		ecr:ECIAI1_4151	path:map00940	ec:1.11.1.21
csh	D9R0D8	csh:Closa_3856	path:map00940	ec:3.2.1.21
ecq	B7MXE1	ecq:ECED1_2576	path:map00940	ec:3.2.1.21
ecr		ecr:ECIAI1_2210	path:map00940	ec:3.2.1.21
ecq	B7MV93	ecq:ECED1_1816	path:map00944	ec:3.2.1.31
ecr		ecr:ECIAI1_1668	path:map00944	ec:3.2.1.31
ecr		ecr:ECIAI1_1386	path:map00950	ec:1.4.3.21
csh	D9R5L6	csh:Closa_2634	path:map00950	ec:1.4.3.4
csh	D9R8B2	csh:Closa_1261	path:map00950	ec:2.6.1.1
ecq	B7MS46	ecq:ECED1_0958	path:map00950	ec:2.6.1.1
ecr		ecr:ECIAI1_0969	path:map00950	ec:2.6.1.1
ecq	B7MSE9	ecq:ECED1_4768	path:map00950	ec:2.6.1.57
ecr		ecr:ECIAI1_4285	path:map00950	ec:2.6.1.57
ecr		ecr:ECIAI1_1386	path:map00960	ec:1.4.3.21
csh	D9R8B2	csh:Closa_1261	path:map00960	ec:2.6.1.1
ecq	B7MS46	ecq:ECED1_0958	path:map00960	ec:2.6.1.1
ecr		ecr:ECIAI1_0969	path:map00960	ec:2.6.1.1
ecq	B7MSE9	ecq:ECED1_4768	path:map00960	ec:2.6.1.57
ecr		ecr:ECIAI1_4285	path:map00960	ec:2.6.1.57
csh	D9R8B3	csh:Closa_1262	path:map00960	ec:2.6.1.9
ecq	B7MWU0	ecq:ECED1_2370	path:map00960	ec:2.6.1.9
ecr	B7M400	ecr:ECIAI1_2091	path:map00960	ec:2.6.1.9
lpl		lpl:lp_2551	path:map00960	ec:2.6.1.9
lla		lla:L0065	path:map00960	ec:2.6.1.9
stj		stj:SALIVA_0840	path:map00960	ec:2.6.1.9
ecq	B7MP46	ecq:ECED1_0192	path:map00960	ec:4.1.1.18
ecq	B7MSP6	ecq:ECED1_4867	path:map00960	ec:4.1.1.18
ecr		ecr:ECIAI1_0186	path:map00960	ec:4.1.1.18
ecr		ecr:ECIAI1_4364	path:map00960	ec:4.1.1.18
csh	D9R3C7	csh:Closa_2301	path:map00966	ec:2.6.1.42
ecq	B7N265	ecq:ECED1_4456	path:map00966	ec:2.6.1.42
ecr		ecr:ECIAI1_3957	path:map00966	ec:2.6.1.42
lpl		lpl:lp_2390	path:map00966	ec:2.6.1.42
lla		lla:L0086	path:map00966	ec:2.6.1.42
stj		stj:SALIVA_0603	path:map00966	ec:2.6.1.42
ecq	B7MRP0	ecq:ECED1_0599	path:map00966	ec:2.6.1.88
ecr		ecr:ECIAI1_0585	path:map00966	ec:2.6.1.88
csh	D9R254	csh:Closa_2125	path:map00970	ec:2.1.2.9
ecq	B7N172	ecq:ECED1_3951	path:map00970	ec:2.1.2.9
ecr	B7M0Z3	ecr:ECIAI1_3437	path:map00970	ec:2.1.2.9
lpl		lpl:lp_1616	path:map00970	ec:2.1.2.9
lla		lla:L0362	path:map00970	ec:2.1.2.9
stj		stj:SALIVA_1503	path:map00970	ec:2.1.2.9
ecq	B7N237	ecq:ECED1_4277	path:map00970	ec:2.9.1.1
ecr	B7M3L6	ecr:ECIAI1_3759	path:map00970	ec:2.9.1.1
lpl		lpl:lp_0251	path:map00970	ec:2.9.1.1
csh	D9R9E0	csh:Closa_3364	path:map00970	ec:6.1.1.1
ecq	B7MVB5	ecq:ECED1_1838	path:map00970	ec:6.1.1.1
ecr	B7M0J4	ecr:ECIAI1_1689	path:map00970	ec:6.1.1.1
lpl		lpl:lp_2807	path:map00970	ec:6.1.1.1
lla		lla:L0359	path:map00970	ec:6.1.1.1
stj		stj:SALIVA_1938	path:map00970	ec:6.1.1.1
csh	D9R1Q9	csh:Closa_0157	path:map00970	ec:6.1.1.10
ecq	B7MX36	ecq:ECED1_2470	path:map00970	ec:6.1.1.10
ecr	B7M4V9	ecr:ECIAI1_2189	path:map00970	ec:6.1.1.10
lpl		lpl:lp_0454	path:map00970	ec:6.1.1.10
lla		lla:L0353	path:map00970	ec:6.1.1.10
stj		stj:SALIVA_0427	path:map00970	ec:6.1.1.10
csh	D9R243	csh:Closa_2114	path:map00970	ec:6.1.1.11
ecq	B7MRV6	ecq:ECED1_0867	path:map00970	ec:6.1.1.11
ecr	B7M821	ecr:ECIAI1_0933	path:map00970	ec:6.1.1.11
lpl		lpl:lp_0501	path:map00970	ec:6.1.1.11
lpl		lpl:lp_1012	path:map00970	ec:6.1.1.11
lla		lla:L150515	path:map00970	ec:6.1.1.11
stj		stj:SALIVA_0301	path:map00970	ec:6.1.1.11
csh	D9RAR8	csh:Closa_3591	path:map00970	ec:6.1.1.12
ecq	B7MVZ7	ecq:ECED1_2071	path:map00970	ec:6.1.1.12
ecr	B7M2F7	ecr:ECIAI1_1953	path:map00970	ec:6.1.1.12
lpl		lpl:lp_1980	path:map00970	ec:6.1.1.12
lla		lla:L0346	path:map00970	ec:6.1.1.12
stj		stj:SALIVA_2016	path:map00970	ec:6.1.1.12
csh	D9R6M1	csh:Closa_0908	path:map00970	ec:6.1.1.14
ecq	B7N1L1	ecq:ECED1_4242	path:map00970	ec:6.1.1.14
ecq	B7N203	ecq:ECED1_4243	path:map00970	ec:6.1.1.14
ecr	B7M3I1	ecr:ECIAI1_3723	path:map00970	ec:6.1.1.14
ecr	B7M3I2	ecr:ECIAI1_3724	path:map00970	ec:6.1.1.14
lpl		lpl:lp_1964	path:map00970	ec:6.1.1.14
lpl		lpl:lp_1965	path:map00970	ec:6.1.1.14
lla		lla:L101560	path:map00970	ec:6.1.1.14
lla		lla:L0360	path:map00970	ec:6.1.1.14
stj		stj:SALIVA_0490	path:map00970	ec:6.1.1.14
stj		stj:SALIVA_0491	path:map00970	ec:6.1.1.14
csh	D9R335	csh:Closa_0388	path:map00970	ec:6.1.1.15
ecq	B7MP55	ecq:ECED1_0201	path:map00970	ec:6.1.1.15
ecr	B7M1Z9	ecr:ECIAI1_0196	path:map00970	ec:6.1.1.15
lpl		lpl:lp_2048	path:map00970	ec:6.1.1.15
lla		lla:L0356	path:map00970	ec:6.1.1.15
stj		stj:SALIVA_0199	path:map00970	ec:6.1.1.15
csh	D9R8E7	csh:Closa_1296	path:map00970	ec:6.1.1.16
ecq	B7MRI9	ecq:ECED1_0546	path:map00970	ec:6.1.1.16
ecr	B7M4M9	ecr:ECIAI1_0528	path:map00970	ec:6.1.1.16
lpl		lpl:lp_0610	path:map00970	ec:6.1.1.16
lla		lla:L0348	path:map00970	ec:6.1.1.16
stj		stj:SALIVA_0106	path:map00970	ec:6.1.1.16
csh	D9R8T7	csh:Closa_1309	path:map00970	ec:6.1.1.17
ecq	B7N2Z9	ecq:ECED1_2847	path:map00970	ec:6.1.1.17
ecr		ecr:ECIAI1_2463	path:map00970	ec:6.1.1.17
csh	D9R6V0	csh:Closa_0988	path:map00970	ec:6.1.1.18
ecq	B7MPI5	ecq:ECED1_0661	path:map00970	ec:6.1.1.18
ecr	B7M5J8	ecr:ECIAI1_0658	path:map00970	ec:6.1.1.18
csh	D9R3E4	csh:Closa_2320	path:map00970	ec:6.1.1.19
ecq	B7MW70	ecq:ECED1_2145	path:map00970	ec:6.1.1.19
ecr	B7M2G7	ecr:ECIAI1_1963	path:map00970	ec:6.1.1.19
lpl		lpl:lp_1391	path:map00970	ec:6.1.1.19
lla		lla:L0344	path:map00970	ec:6.1.1.19
stj		stj:SALIVA_0059	path:map00970	ec:6.1.1.19
csh	D9R4F0	csh:Closa_2451	path:map00970	ec:6.1.1.2
ecq	B7N1G1	ecq:ECED1_4042	path:map00970	ec:6.1.1.2
ecr		ecr:ECIAI1_3522	path:map00970	ec:6.1.1.2
lpl		lpl:lp_0434	path:map00970	ec:6.1.1.2
lla		lla:L0358	path:map00970	ec:6.1.1.2
stj		stj:SALIVA_2076	path:map00970	ec:6.1.1.2
csh	D9R2E3	csh:Closa_2215	path:map00970	ec:6.1.1.20
csh	D9R2E4	csh:Closa_2216	path:map00970	ec:6.1.1.20
ecq	B7MV95	ecq:ECED1_1915	path:map00970	ec:6.1.1.20
ecq	B7MVJ3	ecq:ECED1_1916	path:map00970	ec:6.1.1.20
ecr		ecr:ECIAI1_1769	path:map00970	ec:6.1.1.20
ecr	B7M1C3	ecr:ECIAI1_1770	path:map00970	ec:6.1.1.20
lpl		lpl:lp_1558	path:map00970	ec:6.1.1.20
lpl		lpl:lp_1559	path:map00970	ec:6.1.1.20
lla		lla:L0354	path:map00970	ec:6.1.1.20
lla		lla:L0355	path:map00970	ec:6.1.1.20
stj		stj:SALIVA_1285	path:map00970	ec:6.1.1.20
stj		stj:SALIVA_1287	path:map00970	ec:6.1.1.20
csh	D9RAR9	csh:Closa_3592	path:map00970	ec:6.1.1.21
ecq	B7MYE9	ecq:ECED1_2945	path:map00970	ec:6.1.1.21
ecr	B7M7L8	ecr:ECIAI1_2566	path:map00970	ec:6.1.1.21
lpl		lpl:lp_1981	path:map00970	ec:6.1.1.21
lla		lla:L0342	path:map00970	ec:6.1.1.21
stj		stj:SALIVA_2018	path:map00970	ec:6.1.1.21
csh	D9R0W3	csh:Closa_0119	path:map00970	ec:6.1.1.22
ecq	B7MS48	ecq:ECED1_0960	path:map00970	ec:6.1.1.22
ecr		ecr:ECIAI1_0971	path:map00970	ec:6.1.1.22
lpl		lpl:lp_0956	path:map00970	ec:6.1.1.22
lpl		lpl:lp_1740	path:map00970	ec:6.1.1.22
lla		lla:L0345	path:map00970	ec:6.1.1.22
stj		stj:SALIVA_1224	path:map00970	ec:6.1.1.22
csh	D9R9D2	csh:Closa_3356	path:map00970	ec:6.1.1.23
csh	D9RAZ2	csh:Closa_3667	path:map00970	ec:6.1.1.23
lpl		lpl:lp_0609	path:map00970	ec:6.1.1.24
lla		lla:L0349	path:map00970	ec:6.1.1.24
stj		stj:SALIVA_1888	path:map00970	ec:6.1.1.24
csh	D9R3C5	csh:Closa_2299	path:map00970	ec:6.1.1.3
csh	D9R5T5	csh:Closa_2713	path:map00970	ec:6.1.1.3
ecq	B7MVJ7	ecq:ECED1_1920	path:map00970	ec:6.1.1.3
ecr	B7M1C7	ecr:ECIAI1_1775	path:map00970	ec:6.1.1.3
lpl		lpl:lp_1514	path:map00970	ec:6.1.1.3
lla		lla:L0357	path:map00970	ec:6.1.1.3
stj		stj:SALIVA_0580	path:map00970	ec:6.1.1.3
csh	D9RAK3	csh:Closa_1685	path:map00970	ec:6.1.1.4
ecq	B7MRS9	ecq:ECED1_0639	path:map00970	ec:6.1.1.4
ecr	B7M5G9	ecr:ECIAI1_0626	path:map00970	ec:6.1.1.4
lpl		lpl:lp_1316	path:map00970	ec:6.1.1.4
lla		lla:L0352	path:map00970	ec:6.1.1.4
stj		stj:SALIVA_0214	path:map00970	ec:6.1.1.4
csh	D9R701	csh:Closa_2895	path:map00970	ec:6.1.1.5
ecq	B7MNN1	ecq:ECED1_0023	path:map00970	ec:6.1.1.5
ecr	B7M0C2	ecr:ECIAI1_0027	path:map00970	ec:6.1.1.5
lpl		lpl:lp_2187	path:map00970	ec:6.1.1.5
lla		lla:L0350	path:map00970	ec:6.1.1.5
stj		stj:SALIVA_0796	path:map00970	ec:6.1.1.5
csh	D9R7I5	csh:Closa_1098	path:map00970	ec:6.1.1.6
ecq	B7MRD4	ecq:ECED1_4865	path:map00970	ec:6.1.1.6
ecq	B7MZ43	ecq:ECED1_3349	path:map00970	ec:6.1.1.6
ecr		ecr:ECIAI1_3009	path:map00970	ec:6.1.1.6
ecr		ecr:ECIAI1_4362	path:map00970	ec:6.1.1.6
lpl		lpl:lp_0550	path:map00970	ec:6.1.1.6
lla		lla:L0347	path:map00970	ec:6.1.1.6
stj		stj:SALIVA_0741	path:map00970	ec:6.1.1.6
csh	D9R1A5	csh:Closa_2073	path:map00970	ec:6.1.1.7
csh	D9RAK8	csh:Closa_1690	path:map00970	ec:6.1.1.7
ecq	B7MYZ4	ecq:ECED1_3146	path:map00970	ec:6.1.1.7
ecr		ecr:ECIAI1_2788	path:map00970	ec:6.1.1.7
lpl		lpl:lp_2277	path:map00970	ec:6.1.1.7
lla		lla:L0343	path:map00970	ec:6.1.1.7
stj		stj:SALIVA_0441	path:map00970	ec:6.1.1.7
csh	D9R455	csh:Closa_2352	path:map00970	ec:6.1.1.9
ecq	B7MSZ1	ecq:ECED1_5111	path:map00970	ec:6.1.1.9
ecr		ecr:ECIAI1_4489	path:map00970	ec:6.1.1.9
lpl		lpl:lp_2322	path:map00970	ec:6.1.1.9
lla		lla:L0351	path:map00970	ec:6.1.1.9
stj		stj:SALIVA_0459	path:map00970	ec:6.1.1.9
csh	D9R9C9	csh:Closa_3353	path:map00970	ec:6.3.5.6
csh	D9R9D0	csh:Closa_3354	path:map00970	ec:6.3.5.6
csh	D9R9D1	csh:Closa_3355	path:map00970	ec:6.3.5.6
lpl		lpl:lp_1147	path:map00970	ec:6.3.5.6
lpl		lpl:lp_1148	path:map00970	ec:6.3.5.6
lpl		lpl:lp_1149	path:map00970	ec:6.3.5.6
lla		lla:L0473	path:map00970	ec:6.3.5.6
lla		lla:L0474	path:map00970	ec:6.3.5.6
lla		lla:L0475	path:map00970	ec:6.3.5.6
stj		stj:SALIVA_1695	path:map00970	ec:6.3.5.6
stj		stj:SALIVA_1696	path:map00970	ec:6.3.5.6
stj		stj:SALIVA_1697	path:map00970	ec:6.3.5.6
csh	D9R9C9	csh:Closa_3353	path:map00970	ec:6.3.5.7
csh	D9R9D0	csh:Closa_3354	path:map00970	ec:6.3.5.7
csh	D9R9D1	csh:Closa_3355	path:map00970	ec:6.3.5.7
lpl		lpl:lp_1147	path:map00970	ec:6.3.5.7
lpl		lpl:lp_1148	path:map00970	ec:6.3.5.7
lpl		lpl:lp_1149	path:map00970	ec:6.3.5.7
lla		lla:L0473	path:map00970	ec:6.3.5.7
lla		lla:L0474	path:map00970	ec:6.3.5.7
lla		lla:L0475	path:map00970	ec:6.3.5.7
stj		stj:SALIVA_1695	path:map00970	ec:6.3.5.7
stj		stj:SALIVA_1696	path:map00970	ec:6.3.5.7
stj		stj:SALIVA_1697	path:map00970	ec:6.3.5.7
csh	D9QZG2	csh:Closa_1830	path:map00980	ec:1.1.1.1
csh	D9R3R2	csh:Closa_4287	path:map00980	ec:1.1.1.1
ecq	B7MU27	ecq:ECED1_1392	path:map00980	ec:1.1.1.1
ecq	B7MUR2	ecq:ECED1_1631	path:map00980	ec:1.1.1.1
ecq	B7N235	ecq:ECED1_4275	path:map00980	ec:1.1.1.1
ecq	B7MPC3	ecq:ECED1_0384	path:map00980	ec:1.1.1.1
ecr		ecr:ECIAI1_1259	path:map00980	ec:1.1.1.1
ecr		ecr:ECIAI1_1482	path:map00980	ec:1.1.1.1
ecr		ecr:ECIAI1_3757	path:map00980	ec:1.1.1.1
ecr		ecr:ECIAI1_0357	path:map00980	ec:1.1.1.1
lpl		lpl:lp_2873	path:map00980	ec:1.1.1.1
lpl		lpl:lp_1665	path:map00980	ec:1.1.1.1
lpl		lpl:lp_3662	path:map00980	ec:1.1.1.1
lpl		lpl:lp_0082	path:map00980	ec:1.1.1.1
lla		lla:L190278	path:map00980	ec:1.1.1.1
lla		lla:L13145	path:map00980	ec:1.1.1.1
lla		lla:L55758	path:map00980	ec:1.1.1.1
stj		stj:SALIVA_1949	path:map00980	ec:1.1.1.1
stj		stj:SALIVA_1195	path:map00980	ec:1.1.1.1
ecq	B7MVB3	ecq:ECED1_1836	path:map00980	ec:2.5.1.18
ecq	B7MQU1	ecq:ECED1_0802	path:map00980	ec:2.5.1.18
ecq	B7MXX9	ecq:ECED1_2765	path:map00980	ec:2.5.1.18
ecr		ecr:ECIAI1_1687	path:map00980	ec:2.5.1.18
ecr		ecr:ECIAI1_0877	path:map00980	ec:2.5.1.18
