organism	protein_id	original_protein_id
E. coli ED1a	B7MYM0	B7MYM0
E. coli ED1a	B7MYM1	B7MYM1
E. coli ED1a	B7MYM4	B7MYM4
E. coli ED1a	B7MYM5	B7MYM5
E. coli ED1a	B7MYM8	B7MYM8
E. coli ED1a	B7MYM9	B7MYM9
E. coli ED1a	B7MYN0	B7MYN0
E. coli ED1a	B7MYN1	B7MYN1
E. coli ED1a	B7MYN2	B7MYN2
E. coli ED1a	B7MYN3	B7MYN3
E. coli ED1a	B7MYN4	B7MYN4
E. coli ED1a	B7MYN6	B7MYN6
E. coli ED1a	B7MYN8	B7MYN8
E. coli ED1a	B7MYN9	B7MYN9
E. coli ED1a	B7MYP0	B7MYP0
E. coli ED1a	B7MYP1	B7MYP1
E. coli ED1a	B7MYP6	B7MYP6
E. coli ED1a	B7MYP7	B7MYP7
E. coli ED1a	B7MYP8	B7MYP8
E. coli ED1a	B7MYP9	B7MYP9
E. coli ED1a	B7MYQ1	B7MYQ1
E. coli ED1a	B7MYQ2	B7MYQ2
E. coli ED1a	B7MYQ3	B7MYQ3
E. coli ED1a	B7MYQ6	B7MYQ6
E. coli ED1a	B7MYQ8	B7MYQ8
E. coli ED1a	B7MYR1	B7MYR1
E. coli ED1a	B7MYU1	B7MYU1
E. coli ED1a	B7MYU2	B7MYU2
E. coli ED1a	B7MYU8	B7MYU8
E. coli ED1a	B7MYV7	B7MYV7
E. coli ED1a	B7MYV9	B7MYV9
E. coli ED1a	B7MYW3	B7MYW3
E. coli ED1a	B7MYW4	B7MYW4
E. coli ED1a	B7MYW5	B7MYW5
E. coli ED1a	B7MYW7	B7MYW7
E. coli ED1a	B7MYW9	B7MYW9
E. coli ED1a	B7MYX0	B7MYX0
E. coli ED1a	B7MYX1	B7MYX1
E. coli ED1a	B7MYX3	B7MYX3
E. coli ED1a	B7MYX4	B7MYX4
E. coli ED1a	B7MYX6	B7MYX6
E. coli ED1a	B7MYY1	B7MYY1
E. coli ED1a	B7MYY2	B7MYY2
E. coli ED1a	B7MYY3	B7MYY3
E. coli ED1a	B7MYY4	B7MYY4
E. coli ED1a	B7MYY8	B7MYY8
E. coli ED1a	B7MYZ0	B7MYZ0
E. coli ED1a	B7MYZ3	B7MYZ3
E. coli ED1a	B7MYZ4	B7MYZ4
E. coli ED1a	B7MYZ6	B7MYZ6
E. coli ED1a	B7MYZ7	B7MYZ7
E. coli ED1a	B7MYZ8	B7MYZ8
E. coli ED1a	B7MZ02	B7MZ02
E. coli ED1a	B7MZ03	B7MZ03
E. coli ED1a	B7MZ05	B7MZ05
E. coli ED1a	B7MZ07	B7MZ07
E. coli ED1a	B7MZ08	B7MZ08
E. coli ED1a	B7MZ11	B7MZ11
E. coli ED1a	B7MZ13	B7MZ13
E. coli ED1a	B7MZ15	B7MZ15
E. coli ED1a	B7MZ16	B7MZ16
E. coli ED1a	B7MZ17	B7MZ17
E. coli ED1a	B7MZ18	B7MSV0|B7MV75|B7MZ18
E. coli ED1a	B7MZ20	B7MZ20
E. coli ED1a	B7MZ21	B7MZ21
E. coli ED1a	B7MZ22	B7MZ22
E. coli ED1a	B7MZ23	B7MZ23
E. coli ED1a	B7MZ24	B7MZ24
E. coli ED1a	B7MZ25	B7MZ25
E. coli ED1a	B7MZ26	B7MZ26
E. coli ED1a	B7MZ27	B7MZ27
E. coli ED1a	B7MZ28	B7MZ28
E. coli ED1a	B7MZ29	B7MZ29
E. coli ED1a	B7MZ32	B7MZ32
E. coli ED1a	B7MZ33	B7MZ33
E. coli ED1a	B7MZ34	B7MZ34
E. coli ED1a	B7MZ41	B7MZ41
E. coli ED1a	B7MZ42	B7MZ42
E. coli ED1a	B7MZ43	B7MZ43
E. coli ED1a	B7MZ44	B7MZ44
E. coli ED1a	B7MZ45	B7MZ45
E. coli ED1a	B7MZ46	B7MZ46
E. coli ED1a	B7MZ47	B7MZ47
E. coli ED1a	B7MZ49	B7MZ49
E. coli ED1a	B7MZ50	B7MZ50
E. coli ED1a	B7MZ51	B7MZ51
E. coli ED1a	B7MZ55	B7MZ55
E. coli ED1a	B7MZ56	B7MZ56
E. coli ED1a	B7MZ57	B7MZ57
E. coli ED1a	B7MZ58	B7MZ58
E. coli ED1a	B7MZ67	B7MZ67
E. coli ED1a	B7MZ68	B7MZ68
E. coli ED1a	B7MZ72	B7MZ72
E. coli ED1a	B7MZ75	B7MZ75
E. coli ED1a	B7MZ76	B7MZ76
E. coli ED1a	B7MZ77	B7MZ77
E. coli ED1a	B7MZ78	B7MZ78
E. coli ED1a	B7MZ80	B7MZ80
E. coli ED1a	B7MZ81	B7MZ81
E. coli ED1a	B7MZ82	B7MZ82
E. coli ED1a	B7MZ83	B7MZ83
E. coli ED1a	B7MZ84	B7MZ84
E. coli ED1a	B7MZ86	B7MZ86
E. coli ED1a	B7MZ88	B7MZ88
E. coli ED1a	B7MZ90	B7MZ90
E. coli ED1a	B7MZ91	B7MZ91
E. coli ED1a	B7MZ92	B7MZ92
E. coli ED1a	B7MZ93	B7MZ93
E. coli ED1a	B7MZ95	B7MZ95
E. coli ED1a	B7MZ96	B7MZ96
E. coli ED1a	B7MZ98	B7MZ98
E. coli ED1a	B7MZ99	B7MZ99
E. coli ED1a	B7MZA0	B7MZA0
E. coli ED1a	B7MZA2	B7MZA2
E. coli ED1a	B7MZA4	B7MZA4
E. coli ED1a	B7MZA6	B7MZA6
E. coli ED1a	B7MZA7	B7MZA7
E. coli ED1a	B7MZA8	B7MZA8
E. coli ED1a	B7MZA9	B7MZA9
E. coli ED1a	B7MZB3	B7MZB3
E. coli ED1a	B7MZB6	B7MZB6
E. coli ED1a	B7MZB8	B7MZB8
E. coli ED1a	B7MZB9	B7MZB9
E. coli ED1a	B7MZC0	B7MZC0
E. coli ED1a	B7MZC1	B7MZC1
E. coli ED1a	B7MZC2	B7MZC2
E. coli ED1a	B7MZC6	B7MZC6
E. coli ED1a	B7MZC8	B7MZC8
E. coli ED1a	B7MZD0	B7MZD0
E. coli ED1a	B7MZD3	B7MZD3
E. coli ED1a	B7MZD4	B7MZD4
E. coli ED1a	B7MZD5	B7MZD5
E. coli ED1a	B7MZD7	B7MZD7
E. coli ED1a	B7MZD8	B7MZD8
E. coli ED1a	B7MZE0	B7MZE0
E. coli ED1a	B7MZE3	B7MZE3
E. coli ED1a	B7MZE9	B7MZE9
E. coli ED1a	B7MZF2	B7MZF2
E. coli ED1a	B7MZF9	B7MZF9
E. coli ED1a	B7MZG6	B7MZG6
E. coli ED1a	B7MZG7	B7MZG7
E. coli ED1a	B7MZH2	B7MZH2
E. coli ED1a	B7MZH4	B7MZH4
E. coli ED1a	B7MZH9	B7MZH9
E. coli ED1a	B7MZI0	B7MZI0
E. coli ED1a	B7MZI2	B7MZI2
E. coli ED1a	B7MZI9	B7MZI9
E. coli ED1a	B7MZJ1	B7MZJ1
E. coli ED1a	B7MZJ2	B7MZJ2
E. coli ED1a	B7MZJ3	B7MZJ3
E. coli ED1a	B7MZJ8	B7MZJ8
E. coli ED1a	B7MZJ9	B7MZJ9
E. coli ED1a	B7MZK3	B7MZK3
E. coli ED1a	B7MZK4	B7MZK4
E. coli ED1a	B7MZK5	B7MZK5
E. coli ED1a	B7MZK7	B7MZK7
E. coli ED1a	B7MZK9	B7MZK9
E. coli ED1a	B7MZL0	B7MZL0
E. coli ED1a	B7MZL2	B7MZL2
E. coli ED1a	B7MZL4	B7MZL4
E. coli ED1a	B7MZL5	B7MZL5
E. coli ED1a	B7MZL8	B7MZL8
E. coli ED1a	B7MZL9	B7MZL9
E. coli ED1a	B7MZM0	B7MZM0
E. coli ED1a	B7MZN3	B7MZN3
E. coli ED1a	B7MZN4	B7MZN4
E. coli ED1a	B7MZN5	B7MZN5
E. coli ED1a	B7MZP1	B7MZP1
E. coli ED1a	B7MZP2	B7MZP2
E. coli ED1a	B7MZP5	B7MZP5
E. coli ED1a	B7MZP7	B7MZP7
E. coli ED1a	B7MZP8	B7MZP8
E. coli ED1a	B7MZQ0	B7MZQ0
E. coli ED1a	B7MZQ1	B7MZQ1
E. coli ED1a	B7MZQ2	B7MZQ2
E. coli ED1a	B7MZQ3	B7MZQ3
E. coli ED1a	B7MZQ6	B7MZQ6
E. coli ED1a	B7MZQ8	B7MZQ8
E. coli ED1a	B7MZQ9	B7MZQ9
E. coli ED1a	B7MZR0	B7MZR0
E. coli ED1a	B7MZR1	B7MZR1
E. coli ED1a	B7MZR4	B7MZR4
E. coli ED1a	B7MZS0	B7MZS0
E. coli ED1a	B7MZS1	B7MZS1
E. coli ED1a	B7MZS6	B7MZS6|B7N065
E. coli ED1a	B7MZS8	B7MZS8
E. coli ED1a	B7MZU1	B7MZU1
E. coli ED1a	B7MZV3	B7MZV3
E. coli ED1a	B7MZV6	B7MZV6
E. coli ED1a	B7MZV7	B7MZV7
E. coli ED1a	B7MZY3	B7MZY3
E. coli ED1a	B7MZY4	B7MZY4
E. coli ED1a	B7MZY5	B7MZY5
E. coli ED1a	B7MZZ0	B7MZZ0
E. coli ED1a	B7MZZ3	B7LIT1|B7MZZ3
E. coli ED1a	B7MZZ5	B7MZZ5
E. coli ED1a	B7MZZ8	B7MZZ8
E. coli ED1a	B7N004	B7LIS3|B7N004
E. coli ED1a	B7N011	B7N011
E. coli ED1a	B7N013	B7N013
E. coli ED1a	B7N027	B7N027
E. coli ED1a	B7N029	B7N029
E. coli ED1a	B7N030	B7N030
E. coli ED1a	B7N031	B7N031
E. coli ED1a	B7N033	B7N033
E. coli ED1a	B7N035	B7N035
E. coli ED1a	B7N037	B7N037
E. coli ED1a	B7N044	B7N044
E. coli ED1a	B7N052	B7N052
E. coli ED1a	B7N054	B7N054
E. coli ED1a	B7N057	B7N057
E. coli ED1a	B7N065	B7MZS6|B7N065
E. coli ED1a	B7N068	B7N068
E. coli ED1a	B7N070	B7N070
E. coli ED1a	B7N071	B7N071
E. coli ED1a	B7N072	B7N072|B7N2S5
E. coli ED1a	B7N076	B7N076
E. coli ED1a	B7N078	B7N078
E. coli ED1a	B7N082	B7N082
E. coli ED1a	B7N087	B7N087
E. coli ED1a	B7N090	B7N090
E. coli ED1a	B7N095	B7N095
E. coli ED1a	B7N0A1	B7N0A1
E. coli ED1a	B7N0A2	B7N0A2
E. coli ED1a	B7N0A4	B7N0A4
E. coli ED1a	B7N0A8	B7N0A8
E. coli ED1a	B7N0B1	B7N0B1
E. coli ED1a	B7N0B2	B7N0B2
E. coli ED1a	B7N0B3	B7N0B3
E. coli ED1a	B7N0B5	B7N0B5
E. coli ED1a	B7N0B6	B7N0B6
E. coli ED1a	B7N0B7	B7N0B7
E. coli ED1a	B7N0B8	B7N0B8
E. coli ED1a	B7N0C0	B7N0C0
E. coli ED1a	B7N0C1	B7N0C1
E. coli ED1a	B7N0C5	B7N0C5
E. coli ED1a	B7N0C6	B7N0C6
E. coli ED1a	B7N0C7	B7N0C7
E. coli ED1a	B7N0C8	B7N0C8
E. coli ED1a	B7N0D3	B7N0D3
E. coli ED1a	B7N0D6	B7N0D6
E. coli ED1a	B7N0D7	B7N0D7
E. coli ED1a	B7N0E1	B7N0E1
E. coli ED1a	B7N0E2	B7N0E2
E. coli ED1a	B7N0E3	B7N0E3
E. coli ED1a	B7N0E9	B7N0E9
E. coli ED1a	B7N0F4	B7N0F4
E. coli ED1a	B7N0F6	B7N0F6
E. coli ED1a	B7N0F7	B7N0F7
E. coli ED1a	B7N0F9	B7N0F9
E. coli ED1a	B7N0G0	B7N0G0
E. coli ED1a	B7N0G1	B7N0G1
E. coli ED1a	B7N0G2	B7N0G2
E. coli ED1a	B7N0G3	B7N0G3
E. coli ED1a	B7N0G8	B7N0G8
E. coli ED1a	B7N0G9	B7N0G9
E. coli ED1a	B7N0H0	B7N0H0
E. coli ED1a	B7N0H1	B7N0H1
E. coli ED1a	B7N0H7	B7N0H7
E. coli ED1a	B7N0H8	B7N0H8
E. coli ED1a	B7N0H9	B7N0H9
E. coli ED1a	B7N0I1	B7N0I1
E. coli ED1a	B7N0I2	B7N0I2
E. coli ED1a	B7N0I3	B7N0I3
E. coli ED1a	B7N0I4	B7N0I4
E. coli ED1a	B7N0I6	B7N0I6|B7N2K6
E. coli ED1a	B7N0I7	B7N0I7
E. coli ED1a	B7N0J0	B7N0J0
E. coli ED1a	B7N0J3	B7N0J3
E. coli ED1a	B7N0J5	B7N0J5
E. coli ED1a	B7N0J6	B7N0J6
E. coli ED1a	B7N0J7	B7N0J7
E. coli ED1a	B7N0J8	B7N0J8
E. coli ED1a	B7N0K0	B7LIU6|B7N0K0
E. coli ED1a	B7N0K1	B7N0K1
E. coli ED1a	B7N0K2	B7N0K2
E. coli ED1a	B7N0K3	B7MTC6|B7N0K3
E. coli ED1a	B7N0K5	B7N0K5
E. coli ED1a	B7N0K6	B7N0K6
E. coli ED1a	B7N0K8	B7N0K8
E. coli ED1a	B7N0K9	B7N0K9
E. coli ED1a	B7N0L4	B7N0L4
E. coli ED1a	B7N0L5	B7N0L5
E. coli ED1a	B7N0L6	B7N0L6
E. coli ED1a	B7N0L7	B7N0L7
E. coli ED1a	B7N0L8	B7N0L8
E. coli ED1a	B7N0L9	B7N0L9
E. coli ED1a	B7N0M0	B7N0M0
E. coli ED1a	B7N0M1	B7N0M1
E. coli ED1a	B7N0M2	B7N0M2
E. coli ED1a	B7N0M4	B7N0M4
E. coli ED1a	B7N0N0	B7N0N0
E. coli ED1a	B7N0N1	B7N0N1
E. coli ED1a	B7N0N2	B7N0N2
E. coli ED1a	B7N0N5	B7N0N5
E. coli ED1a	B7N0N6	B7N0N6
E. coli ED1a	B7N0N8	B7N0N8
E. coli ED1a	B7N0N9	B7N0N9
E. coli ED1a	B7N0P1	B7N0P1
E. coli ED1a	B7N0P3	B7N0P3
E. coli ED1a	B7N0P7	B7N0P7
E. coli ED1a	B7N0P8	B7N0P8
E. coli ED1a	B7N0P9	B7N0P9
E. coli ED1a	B7N0Q1	B7N0Q1
E. coli ED1a	B7N0Q2	B7N0Q2
E. coli ED1a	B7N0Q3	B7N0Q3
E. coli ED1a	B7N0Q5	B7N0Q5
E. coli ED1a	B7N0Q9	B7N0Q9
E. coli ED1a	B7N0R4	B7N0R4
E. coli ED1a	B7N0R7	B7N0R7
E. coli ED1a	B7N0R9	B7N0R9
E. coli ED1a	B7N0S2	B7N0S2
E. coli ED1a	B7N0S4	B7N0S4
E. coli ED1a	B7N0S9	B7N0S9
E. coli ED1a	B7N0T0	B7N0T0
E. coli ED1a	B7N0T1	B7N0T1
E. coli ED1a	B7N0T4	B7N0T4
E. coli ED1a	B7N0T5	B7N0T5
E. coli ED1a	B7N0U1	B7N0U1
E. coli ED1a	B7N0U2	B7N0U2
E. coli ED1a	B7N0U3	B7N0U3
E. coli ED1a	B7N0U4	B7N0U4
E. coli ED1a	B7N0U5	B7N0U5
E. coli ED1a	B7N0U7	B7N0U7
E. coli ED1a	B7N0U8	B7N0U8
E. coli ED1a	B7N0U9	B7N0U9
E. coli ED1a	B7N0V0	B7N0V0
E. coli ED1a	B7N0V1	B7N0V1
E. coli ED1a	B7N0V2	B7N0V2
E. coli ED1a	B7N0V3	B7N0V3
E. coli ED1a	B7N0V4	B7N0V4
E. coli ED1a	B7N0V5	B7N0V5
E. coli ED1a	B7N0V6	B7N0V6
E. coli ED1a	B7N0V8	B7N0V8
E. coli ED1a	B7N0V9	B7N0V9
E. coli ED1a	B7N0W0	B7N0W0
E. coli ED1a	B7N0W1	B7N0W1
E. coli ED1a	B7N0W2	B7N0W2
E. coli ED1a	B7N0W3	B7N0W3
E. coli ED1a	B7N0W4	B7N0W4
E. coli ED1a	B7N0W5	B7N0W5
E. coli ED1a	B7N0W8	B7N0W8
E. coli ED1a	B7N0W9	B7N0W9
E. coli ED1a	B7N0X1	B7N0X1
E. coli ED1a	B7N0X2	B7N0X2
E. coli ED1a	B7N0X3	B7N0X3
E. coli ED1a	B7N0X4	B7N0X4
E. coli ED1a	B7N0X5	B7N0X5
E. coli ED1a	B7N0X6	B7N0X6
E. coli ED1a	B7N0X7	B7N0X7
E. coli ED1a	B7N0X9	B7N0X9
E. coli ED1a	B7N0Y0	B7N0Y0
E. coli ED1a	B7N0Y1	B7N0Y1
E. coli ED1a	B7N0Y2	B7N0Y2
E. coli ED1a	B7N0Y3	B7N0Y3
E. coli ED1a	B7N0Y4	B7N0Y4
E. coli ED1a	B7N0Y5	B7N0Y5
E. coli ED1a	B7N0Y6	B7N0Y6
E. coli ED1a	B7N0Y9	B7N0Y9
E. coli ED1a	B7N0Z2	B7N0Z2
E. coli ED1a	B7N0Z3	B7N0Z3
E. coli ED1a	B7N0Z5	B7N0Z5
E. coli ED1a	B7N0Z6	B7N0Z6
E. coli ED1a	B7N0Z7	B7MSU1|B7N0Z7
E. coli ED1a	B7N0Z8	B7MSE4|B7N0Z8
E. coli ED1a	B7N0Z9	B7MSF1|B7N0Z9
E. coli ED1a	B7N100	B7N100
E. coli ED1a	B7N101	B7N101
E. coli ED1a	B7N102	B7N102
E. coli ED1a	B7N103	B7N103
E. coli ED1a	B7N104	B7N104
E. coli ED1a	B7N105	B7N105
E. coli ED1a	B7N106	B7N106
E. coli ED1a	B7N107	B7N107
E. coli ED1a	B7N109	B7N109
E. coli ED1a	B7N115	B7N115
E. coli ED1a	B7N116	B7N116
E. coli ED1a	B7N117	B7N117
E. coli ED1a	B7N118	B7N118
E. coli ED1a	B7N122	B7N122
E. coli ED1a	B7N125	B7N125
E. coli ED1a	B7N126	B7N126
E. coli ED1a	B7N128	B7N128
E. coli ED1a	B7N129	B7N129
E. coli ED1a	B7N132	B7N132
E. coli ED1a	B7N133	B7N133
E. coli ED1a	B7N134	B7N134
E. coli ED1a	B7N136	B7N136
E. coli ED1a	B7N137	B7N137
E. coli ED1a	B7N140	B7N140
E. coli ED1a	B7N141	B7N141
E. coli ED1a	B7N142	B7N142
E. coli ED1a	B7N143	B7N143
E. coli ED1a	B7N145	B7N145
E. coli ED1a	B7N147	B7N147
E. coli ED1a	B7N149	B7N149
E. coli ED1a	B7N155	B7N155
E. coli ED1a	B7N157	B7N157
E. coli ED1a	B7N158	B7N158
E. coli ED1a	B7N164	B7N164
E. coli ED1a	B7N167	B7N167
E. coli ED1a	B7N171	B7N171
E. coli ED1a	B7N172	B7N172
E. coli ED1a	B7N175	B7N175
E. coli ED1a	B7N176	B7N176
E. coli ED1a	B7N179	B7N179
E. coli ED1a	B7N180	B7N180
E. coli ED1a	B7N181	B7N181
E. coli ED1a	B7N182	B7N182
E. coli ED1a	B7N183	B7N183
E. coli ED1a	B7N184	B7N184
E. coli ED1a	B7N185	B7N185
E. coli ED1a	B7N186	B7N186
E. coli ED1a	B7N187	B7N187
E. coli ED1a	B7N189	B7N189
E. coli ED1a	B7N190	B7N190
E. coli ED1a	B7N192	B7N192
E. coli ED1a	B7N193	B7N193
E. coli ED1a	B7N194	B7N194
E. coli ED1a	B7N196	B7N196
E. coli ED1a	B7N197	B7N197
E. coli ED1a	B7N198	B7N198
E. coli ED1a	B7N199	B7N199
E. coli ED1a	B7N1A0	B7N1A0
E. coli ED1a	B7N1A1	B7N1A1
E. coli ED1a	B7N1A2	B7N1A2
E. coli ED1a	B7N1A3	B7N1A3
E. coli ED1a	B7N1A4	B7N1A4
E. coli ED1a	B7N1A5	B7N1A5
E. coli ED1a	B7N1A6	B7N1A6
E. coli ED1a	B7N1B2	B7N1B2
E. coli ED1a	B7N1C0	B7MR66|B7N1C0
E. coli ED1a	B7N1C1	B7LIM5|B7N1C1
E. coli ED1a	B7N1C2	B7N1C2
E. coli ED1a	B7N1C3	B7N1C3
E. coli ED1a	B7N1C4	B7N1C4
E. coli ED1a	B7N1C5	B7N1C5
E. coli ED1a	B7N1C7	B7N1C7
E. coli ED1a	B7N1C8	B7N1C8
E. coli ED1a	B7N1C9	B7N1C9
E. coli ED1a	B7N1D0	B7N1D0
E. coli ED1a	B7N1D1	B7N1D1
E. coli ED1a	B7N1D4	B7N1D4
E. coli ED1a	B7N1D5	B7N1D5
E. coli ED1a	B7N1D6	B7N1D6
E. coli ED1a	B7N1D7	B7N1D7
E. coli ED1a	B7N1D8	B7N1D8
E. coli ED1a	B7N1D9	B7N1D9
E. coli ED1a	B7N1E1	B7N1E1
E. coli ED1a	B7N1E2	B7N1E2
E. coli ED1a	B7N1E3	B7N1E3
E. coli ED1a	B7N1E4	B7N1E4
E. coli ED1a	B7N1E5	B7N1E5
E. coli ED1a	B7N1E6	B7N1E6
E. coli ED1a	B7N1E7	B7N1E7
E. coli ED1a	B7N1F1	B7N1F1
E. coli ED1a	B7N1F8	B7N1F8
E. coli ED1a	B7N1G0	B7N1G0
E. coli ED1a	B7N1G1	B7N1G1
E. coli ED1a	B7N1G4	B7N1G4
E. coli ED1a	B7N1G5	B7N1G5
E. coli ED1a	B7N1G6	B7N1G6
E. coli ED1a	B7N1H3	B7N1H3
E. coli ED1a	B7N1H4	B7N1H4
E. coli ED1a	B7N1H5	B7N1H5
E. coli ED1a	B7N1H6	B7N1H6
E. coli ED1a	B7N1H7	B7N1H7
E. coli ED1a	B7N1H8	B7N1H8
E. coli ED1a	B7N1I3	B7N1I3
E. coli ED1a	B7N1I4	B7N1I4
E. coli ED1a	B7N1I5	B7N1I5
E. coli ED1a	B7N1J2	B7N1J2
E. coli ED1a	B7N1J5	B7N1J5
E. coli ED1a	B7N1K3	B7N1K3
E. coli ED1a	B7N1K5	B7N1K5
E. coli ED1a	B7N1K6	B7N1K6
E. coli ED1a	B7N1K7	B7N1K7
E. coli ED1a	B7N1K8	B7N1K8
E. coli ED1a	B7N1L1	B7N1L1
E. coli ED1a	B7N1M2	B7N1M2
E. coli ED1a	B7N1M3	B7N1M3
E. coli ED1a	B7N1M4	B7N1M4
E. coli ED1a	B7N1M5	B7N1M5
E. coli ED1a	B7N1M8	B7N1M8
E. coli ED1a	B7N1M9	B7N1M9
E. coli ED1a	B7N1N1	B7N1N1
E. coli ED1a	B7N1N2	B7N1N2
E. coli ED1a	B7N1N7	B7N1N7
E. coli ED1a	B7N1N8	B7N1N8
E. coli ED1a	B7N1P8	B7N1P8|B7N2U9
E. coli ED1a	B7N1P9	B7N1P9
E. coli ED1a	B7N1Q0	B7N1Q0
E. coli ED1a	B7N1Q1	B7N1Q1
E. coli ED1a	B7N1Q2	B7N1Q2
E. coli ED1a	B7N1Q3	B7N1Q3
E. coli ED1a	B7N1Q7	B7N1Q7
E. coli ED1a	B7N1Q8	B7N1Q8
E. coli ED1a	B7N1R0	B7N1R0
E. coli ED1a	B7N1R4	B7N1R4
E. coli ED1a	B7N1R7	B7N1R7
E. coli ED1a	B7N1R8	B7N1R8
E. coli ED1a	B7N1R9	B7N1R9
E. coli ED1a	B7N1S0	B7N1S0
E. coli ED1a	B7N1S1	B7N1S1
E. coli ED1a	B7N1S2	B7N1S2
E. coli ED1a	B7N1S3	B7N1S3
E. coli ED1a	B7N1S4	B7N1S4
E. coli ED1a	B7N1S5	B7N1S5
E. coli ED1a	B7N1S6	B7N1S6
E. coli ED1a	B7N1S7	B7N1S7
E. coli ED1a	B7N1S9	B7N1S9
E. coli ED1a	B7N1T0	B7N1T0
E. coli ED1a	B7N1T1	B7N1T1
E. coli ED1a	B7N1T2	B7N1T2
E. coli ED1a	B7N1T3	B7N1T3
E. coli ED1a	B7N1T4	B7N1T4
E. coli ED1a	B7N1T5	B7N1T5
E. coli ED1a	B7N1T7	B7N1T7
E. coli ED1a	B7N1T9	B7N1T9
E. coli ED1a	B7N1U1	B7N1U1
E. coli ED1a	B7N1U3	B7N1U3
E. coli ED1a	B7N1U4	B7N1U4
E. coli ED1a	B7N1V0	B7N1V0
E. coli ED1a	B7N1V1	B7N1V1
E. coli ED1a	B7N1V2	B7N1V2
E. coli ED1a	B7N1V4	B7N1V4
E. coli ED1a	B7N1V5	B7N1V5
E. coli ED1a	B7N1V8	B7N1V8
E. coli ED1a	B7N1W2	B7N1W2
E. coli ED1a	B7N1W6	B7N1W6
E. coli ED1a	B7N1W7	B7N1W7
E. coli ED1a	B7N1W8	B7N1W8
E. coli ED1a	B7N1W9	B7N1W9
E. coli ED1a	B7N1X4	B7N1X4
E. coli ED1a	B7N1X5	B7N1X5
E. coli ED1a	B7N1Z1	B7N1Z1
E. coli ED1a	B7N1Z2	B7N1Z2
E. coli ED1a	B7N1Z3	B7N1Z3
E. coli ED1a	B7N1Z6	B7N1Z6
E. coli ED1a	B7N1Z9	B7N1Z9
E. coli ED1a	B7N201	B7N201
E. coli ED1a	B7N203	B7N203
E. coli ED1a	B7N205	B7N205
E. coli ED1a	B7N210	B7N210
E. coli ED1a	B7N211	B7N211
E. coli ED1a	B7N212	B7N212
E. coli ED1a	B7N218	B7N218
E. coli ED1a	B7N219	B7N219
E. coli ED1a	B7N220	B7N220
E. coli ED1a	B7N221	B7N221
E. coli ED1a	B7N223	B7N223
E. coli ED1a	B7N227	B7N227
E. coli ED1a	B7N231	B7N231
E. coli ED1a	B7N233	B7N233
E. coli ED1a	B7N235	B7N235
E. coli ED1a	B7N236	B7N236
E. coli ED1a	B7N237	B7N237
E. coli ED1a	B7N238	B7N238
E. coli ED1a	B7N239	B7N239
E. coli ED1a	B7N241	B7N241
E. coli ED1a	B7N242	B7N242
E. coli ED1a	B7N244	B7N244
E. coli ED1a	B7N245	B7N245
E. coli ED1a	B7N247	B7N247
E. coli ED1a	B7N251	B7N251
E. coli ED1a	B7N252	B7N252
E. coli ED1a	B7N253	B7N253
E. coli ED1a	B7N254	B7N254
E. coli ED1a	B7N255	B7N255
E. coli ED1a	B7N257	B7N257
E. coli ED1a	B7N258	B7N258
E. coli ED1a	B7N259	B7N259
E. coli ED1a	B7N260	B7N260
E. coli ED1a	B7N261	B7N261
E. coli ED1a	B7N264	B7N264
E. coli ED1a	B7N265	B7N265
E. coli ED1a	B7N266	B7N266
E. coli ED1a	B7N267	B7N267
E. coli ED1a	B7N268	B7N268
E. coli ED1a	B7N269	B7N269
E. coli ED1a	B7N270	B7N270
E. coli ED1a	B7N271	B7N271
E. coli ED1a	B7N272	B7N272
E. coli ED1a	B7N273	B7N273
E. coli ED1a	B7N274	B7N274
E. coli ED1a	B7N275	B7N275
E. coli ED1a	B7N276	B7N276
E. coli ED1a	B7N277	B7N277
E. coli ED1a	B7N278	B7N278
E. coli ED1a	B7N280	B7N280
E. coli ED1a	B7N281	B7N281
E. coli ED1a	B7N282	B7N282
E. coli ED1a	B7N283	B7N283
E. coli ED1a	B7N284	B7N284
E. coli ED1a	B7N285	B7N285
E. coli ED1a	B7N288	B7N288
E. coli ED1a	B7N289	B7N289
E. coli ED1a	B7N290	B7N290
E. coli ED1a	B7N291	B7N291
E. coli ED1a	B7N293	B7N293
E. coli ED1a	B7N295	B7N295
E. coli ED1a	B7N296	B7N296
E. coli ED1a	B7N297	B7N297
E. coli ED1a	B7N2A6	B7N2A6
E. coli ED1a	B7N2B1	B7N2B1
E. coli ED1a	B7N2B5	B7N2B5
E. coli ED1a	B7N2B8	B7N2B8
E. coli ED1a	B7N2B9	B7N2B9
E. coli ED1a	B7N2C3	B7N2C3
E. coli ED1a	B7N2D1	B7N2D1
E. coli ED1a	B7N2D2	B7N2D2
E. coli ED1a	B7N2D3	B7N2D3
E. coli ED1a	B7N2D6	B7N2D6
E. coli ED1a	B7N2D7	B7N2D7
E. coli ED1a	B7N2D9	B7N2D9
E. coli ED1a	B7N2E0	B7N2E0
E. coli ED1a	B7N2E1	B7N2E1
E. coli ED1a	B7N2E2	B7N2E2
E. coli ED1a	B7N2E3	B7N2E3
E. coli ED1a	B7N2E4	B7N2E4
E. coli ED1a	B7N2E5	B7N2E5
E. coli ED1a	B7N2E7	B7N2E7
E. coli ED1a	B7N2E8	B7N2E8
