Well	Species	Concentration	Replicate	Time	OD
A2	B. thetaiotaomicron	500	3	21	0.109
A2	B. thetaiotaomicron	500	3	22	0.109
A2	B. thetaiotaomicron	500	3	23	0.109
A2	B. thetaiotaomicron	500	3	24	0.108
A3	B. thetaiotaomicron	125	1	0	0.144
A3	B. thetaiotaomicron	125	1	1	0.145
A3	B. thetaiotaomicron	125	1	2	0.147
A3	B. thetaiotaomicron	125	1	3	0.147
A3	B. thetaiotaomicron	125	1	4	0.147
A3	B. thetaiotaomicron	125	1	5	0.148
A3	B. thetaiotaomicron	125	1	6	0.149
A3	B. thetaiotaomicron	125	1	7	0.151
A3	B. thetaiotaomicron	125	1	8	0.155
A3	B. thetaiotaomicron	125	1	9	0.157
A3	B. thetaiotaomicron	125	1	10	0.164
A3	B. thetaiotaomicron	125	1	11	0.172
A3	B. thetaiotaomicron	125	1	12	0.178
A3	B. thetaiotaomicron	125	1	13	0.182
A3	B. thetaiotaomicron	125	1	14	0.186
A3	B. thetaiotaomicron	125	1	15	0.19
A3	B. thetaiotaomicron	125	1	16	0.193
A3	B. thetaiotaomicron	125	1	17	0.195
A3	B. thetaiotaomicron	125	1	18	0.196
A3	B. thetaiotaomicron	125	1	19	0.195
A3	B. thetaiotaomicron	125	1	20	0.189
A3	B. thetaiotaomicron	125	1	21	0.187
A3	B. thetaiotaomicron	125	1	22	0.183
A3	B. thetaiotaomicron	125	1	23	0.18
A3	B. thetaiotaomicron	125	1	24	0.179
A3	B. thetaiotaomicron	125	2	0	0.148
A3	B. thetaiotaomicron	125	2	1	0.148
A3	B. thetaiotaomicron	125	2	2	0.15
A3	B. thetaiotaomicron	125	2	3	0.149
A3	B. thetaiotaomicron	125	2	4	0.149
A3	B. thetaiotaomicron	125	2	5	0.15
A3	B. thetaiotaomicron	125	2	6	0.15
A3	B. thetaiotaomicron	125	2	7	0.152
A3	B. thetaiotaomicron	125	2	8	0.156
A3	B. thetaiotaomicron	125	2	9	0.16
A3	B. thetaiotaomicron	125	2	10	0.165
A3	B. thetaiotaomicron	125	2	11	0.174
A3	B. thetaiotaomicron	125	2	12	0.18
A3	B. thetaiotaomicron	125	2	13	0.187
A3	B. thetaiotaomicron	125	2	14	0.191
A3	B. thetaiotaomicron	125	2	15	0.194
A3	B. thetaiotaomicron	125	2	16	0.198
A3	B. thetaiotaomicron	125	2	17	0.201
A3	B. thetaiotaomicron	125	2	18	0.201
A3	B. thetaiotaomicron	125	2	19	0.2
A3	B. thetaiotaomicron	125	2	20	0.198
A3	B. thetaiotaomicron	125	2	21	0.194
A3	B. thetaiotaomicron	125	2	22	0.19
A3	B. thetaiotaomicron	125	2	23	0.187
A3	B. thetaiotaomicron	125	2	24	0.184
A3	B. thetaiotaomicron	125	3	0	0.149
A3	B. thetaiotaomicron	125	3	1	0.15
A3	B. thetaiotaomicron	125	3	2	0.151
A3	B. thetaiotaomicron	125	3	3	0.151
A3	B. thetaiotaomicron	125	3	4	0.15
A3	B. thetaiotaomicron	125	3	5	0.15
A3	B. thetaiotaomicron	125	3	6	0.152
A3	B. thetaiotaomicron	125	3	7	0.154
A3	B. thetaiotaomicron	125	3	8	0.158
A3	B. thetaiotaomicron	125	3	9	0.159
A3	B. thetaiotaomicron	125	3	10	0.167
A3	B. thetaiotaomicron	125	3	11	0.173
A3	B. thetaiotaomicron	125	3	12	0.178
A3	B. thetaiotaomicron	125	3	13	0.182
A3	B. thetaiotaomicron	125	3	14	0.185
A3	B. thetaiotaomicron	125	3	15	0.189
A3	B. thetaiotaomicron	125	3	16	0.189
A3	B. thetaiotaomicron	125	3	17	0.188
A3	B. thetaiotaomicron	125	3	18	0.186
A3	B. thetaiotaomicron	125	3	19	0.184
A3	B. thetaiotaomicron	125	3	20	0.179
A3	B. thetaiotaomicron	125	3	21	0.175
A3	B. thetaiotaomicron	125	3	22	0.171
A3	B. thetaiotaomicron	125	3	23	0.166
A3	B. thetaiotaomicron	125	3	24	0.165
A4	B. thetaiotaomicron	75	1	0	0.155
A4	B. thetaiotaomicron	75	1	1	0.157
A4	B. thetaiotaomicron	75	1	2	0.159
A4	B. thetaiotaomicron	75	1	3	0.161
A4	B. thetaiotaomicron	75	1	4	0.165
A4	B. thetaiotaomicron	75	1	5	0.171
A4	B. thetaiotaomicron	75	1	6	0.178
A4	B. thetaiotaomicron	75	1	7	0.187
A4	B. thetaiotaomicron	75	1	8	0.198
A4	B. thetaiotaomicron	75	1	9	0.211
A4	B. thetaiotaomicron	75	1	10	0.228
A4	B. thetaiotaomicron	75	1	11	0.246
A4	B. thetaiotaomicron	75	1	12	0.266
A4	B. thetaiotaomicron	75	1	13	0.286
A4	B. thetaiotaomicron	75	1	14	0.306
A4	B. thetaiotaomicron	75	1	15	0.322
A4	B. thetaiotaomicron	75	1	16	0.334
A4	B. thetaiotaomicron	75	1	17	0.345
A4	B. thetaiotaomicron	75	1	18	0.354
A4	B. thetaiotaomicron	75	1	19	0.365
A4	B. thetaiotaomicron	75	1	20	0.381
A4	B. thetaiotaomicron	75	1	21	0.389
A4	B. thetaiotaomicron	75	1	22	0.397
A4	B. thetaiotaomicron	75	1	23	0.404
A4	B. thetaiotaomicron	75	1	24	0.407
A4	B. thetaiotaomicron	75	2	0	0.151
A4	B. thetaiotaomicron	75	2	1	0.153
A4	B. thetaiotaomicron	75	2	2	0.155
A4	B. thetaiotaomicron	75	2	3	0.157
A4	B. thetaiotaomicron	75	2	4	0.161
A4	B. thetaiotaomicron	75	2	5	0.166
A4	B. thetaiotaomicron	75	2	6	0.173
A4	B. thetaiotaomicron	75	2	7	0.182
A4	B. thetaiotaomicron	75	2	8	0.193
A4	B. thetaiotaomicron	75	2	9	0.208
A4	B. thetaiotaomicron	75	2	10	0.224
A4	B. thetaiotaomicron	75	2	11	0.244
A4	B. thetaiotaomicron	75	2	12	0.267
A4	B. thetaiotaomicron	75	2	13	0.285
A4	B. thetaiotaomicron	75	2	14	0.308
A4	B. thetaiotaomicron	75	2	15	0.32
A4	B. thetaiotaomicron	75	2	16	0.332
A4	B. thetaiotaomicron	75	2	17	0.343
A4	B. thetaiotaomicron	75	2	18	0.355
A4	B. thetaiotaomicron	75	2	19	0.368
A4	B. thetaiotaomicron	75	2	20	0.379
A4	B. thetaiotaomicron	75	2	21	0.389
A4	B. thetaiotaomicron	75	2	22	0.395
A4	B. thetaiotaomicron	75	2	23	0.402
A4	B. thetaiotaomicron	75	2	24	0.406
A4	B. thetaiotaomicron	75	3	0	0.156
A4	B. thetaiotaomicron	75	3	1	0.158
A4	B. thetaiotaomicron	75	3	2	0.16
A4	B. thetaiotaomicron	75	3	3	0.162
A4	B. thetaiotaomicron	75	3	4	0.166
A4	B. thetaiotaomicron	75	3	5	0.171
A4	B. thetaiotaomicron	75	3	6	0.179
A4	B. thetaiotaomicron	75	3	7	0.188
A4	B. thetaiotaomicron	75	3	8	0.201
A4	B. thetaiotaomicron	75	3	9	0.215
A4	B. thetaiotaomicron	75	3	10	0.233
A4	B. thetaiotaomicron	75	3	11	0.251
A4	B. thetaiotaomicron	75	3	12	0.275
A4	B. thetaiotaomicron	75	3	13	0.295
A4	B. thetaiotaomicron	75	3	14	0.309
A4	B. thetaiotaomicron	75	3	15	0.323
A4	B. thetaiotaomicron	75	3	16	0.335
A4	B. thetaiotaomicron	75	3	17	0.345
A4	B. thetaiotaomicron	75	3	18	0.357
A4	B. thetaiotaomicron	75	3	19	0.369
A4	B. thetaiotaomicron	75	3	20	0.377
A4	B. thetaiotaomicron	75	3	21	0.387
A4	B. thetaiotaomicron	75	3	22	0.395
A4	B. thetaiotaomicron	75	3	23	0.399
A4	B. thetaiotaomicron	75	3	24	0.402
A5	B. thetaiotaomicron	60	1	0	0.17
A5	B. thetaiotaomicron	60	1	1	0.156
A5	B. thetaiotaomicron	60	1	2	0.156
A5	B. thetaiotaomicron	60	1	3	0.157
A5	B. thetaiotaomicron	60	1	4	0.16
A5	B. thetaiotaomicron	60	1	5	0.167
A5	B. thetaiotaomicron	60	1	6	0.175
A5	B. thetaiotaomicron	60	1	7	0.185
A5	B. thetaiotaomicron	60	1	8	0.199
A5	B. thetaiotaomicron	60	1	9	0.213
A5	B. thetaiotaomicron	60	1	10	0.231
A5	B. thetaiotaomicron	60	1	11	0.251
A5	B. thetaiotaomicron	60	1	12	0.273
A5	B. thetaiotaomicron	60	1	13	0.296
A5	B. thetaiotaomicron	60	1	14	0.314
A5	B. thetaiotaomicron	60	1	15	0.331
A5	B. thetaiotaomicron	60	1	16	0.343
A5	B. thetaiotaomicron	60	1	17	0.355
A5	B. thetaiotaomicron	60	1	18	0.365
A5	B. thetaiotaomicron	60	1	19	0.378
A5	B. thetaiotaomicron	60	1	20	0.389
A5	B. thetaiotaomicron	60	1	21	0.398
A5	B. thetaiotaomicron	60	1	22	0.404
A5	B. thetaiotaomicron	60	1	23	0.41
A5	B. thetaiotaomicron	60	1	24	0.411
A5	B. thetaiotaomicron	60	2	0	0.151
A5	B. thetaiotaomicron	60	2	1	0.153
A5	B. thetaiotaomicron	60	2	2	0.153
A5	B. thetaiotaomicron	60	2	3	0.155
A5	B. thetaiotaomicron	60	2	4	0.159
A5	B. thetaiotaomicron	60	2	5	0.166
A5	B. thetaiotaomicron	60	2	6	0.174
A5	B. thetaiotaomicron	60	2	7	0.186
A5	B. thetaiotaomicron	60	2	8	0.199
A5	B. thetaiotaomicron	60	2	9	0.216
A5	B. thetaiotaomicron	60	2	10	0.234
A5	B. thetaiotaomicron	60	2	11	0.255
A5	B. thetaiotaomicron	60	2	12	0.278
A5	B. thetaiotaomicron	60	2	13	0.297
A5	B. thetaiotaomicron	60	2	14	0.319
A5	B. thetaiotaomicron	60	2	15	0.329
A5	B. thetaiotaomicron	60	2	16	0.342
A5	B. thetaiotaomicron	60	2	17	0.356
A5	B. thetaiotaomicron	60	2	18	0.37
A5	B. thetaiotaomicron	60	2	19	0.381
A5	B. thetaiotaomicron	60	2	20	0.392
A5	B. thetaiotaomicron	60	2	21	0.399
A5	B. thetaiotaomicron	60	2	22	0.405
A5	B. thetaiotaomicron	60	2	23	0.41
A5	B. thetaiotaomicron	60	2	24	0.414
A5	B. thetaiotaomicron	60	3	0	0.164
A5	B. thetaiotaomicron	60	3	1	0.166
A5	B. thetaiotaomicron	60	3	2	0.166
A5	B. thetaiotaomicron	60	3	3	0.167
A5	B. thetaiotaomicron	60	3	4	0.171
A5	B. thetaiotaomicron	60	3	5	0.177
A5	B. thetaiotaomicron	60	3	6	0.187
A5	B. thetaiotaomicron	60	3	7	0.198
A5	B. thetaiotaomicron	60	3	8	0.212
A5	B. thetaiotaomicron	60	3	9	0.228
A5	B. thetaiotaomicron	60	3	10	0.247
A5	B. thetaiotaomicron	60	3	11	0.265
A5	B. thetaiotaomicron	60	3	12	0.288
A5	B. thetaiotaomicron	60	3	13	0.308
A5	B. thetaiotaomicron	60	3	14	0.323
A5	B. thetaiotaomicron	60	3	15	0.338
A5	B. thetaiotaomicron	60	3	16	0.351
A5	B. thetaiotaomicron	60	3	17	0.363
A5	B. thetaiotaomicron	60	3	18	0.375
A5	B. thetaiotaomicron	60	3	19	0.387
A5	B. thetaiotaomicron	60	3	20	0.396
A5	B. thetaiotaomicron	60	3	21	0.403
A5	B. thetaiotaomicron	60	3	22	0.41
A5	B. thetaiotaomicron	60	3	23	0.413
A5	B. thetaiotaomicron	60	3	24	0.414
A6	B. thetaiotaomicron	50	1	0	0.145
A6	B. thetaiotaomicron	50	1	1	0.149
A6	B. thetaiotaomicron	50	1	2	0.149
A6	B. thetaiotaomicron	50	1	3	0.152
A6	B. thetaiotaomicron	50	1	4	0.157
A6	B. thetaiotaomicron	50	1	5	0.166
A6	B. thetaiotaomicron	50	1	6	0.176
A6	B. thetaiotaomicron	50	1	7	0.189
A6	B. thetaiotaomicron	50	1	8	0.205
A6	B. thetaiotaomicron	50	1	9	0.223
A6	B. thetaiotaomicron	50	1	10	0.242
A6	B. thetaiotaomicron	50	1	11	0.286
A6	B. thetaiotaomicron	50	1	12	0.288
A6	B. thetaiotaomicron	50	1	13	0.312
A6	B. thetaiotaomicron	50	1	14	0.344
A6	B. thetaiotaomicron	50	1	15	0.352
A6	B. thetaiotaomicron	50	1	16	0.36
A6	B. thetaiotaomicron	50	1	17	0.372
A6	B. thetaiotaomicron	50	1	18	0.381
A6	B. thetaiotaomicron	50	1	19	0.39
A6	B. thetaiotaomicron	50	1	20	0.4
A6	B. thetaiotaomicron	50	1	21	0.406
A6	B. thetaiotaomicron	50	1	22	0.41
A6	B. thetaiotaomicron	50	1	23	0.414
A6	B. thetaiotaomicron	50	1	24	0.416
A6	B. thetaiotaomicron	50	2	0	0.155
A6	B. thetaiotaomicron	50	2	1	0.156
A6	B. thetaiotaomicron	50	2	2	0.156
A6	B. thetaiotaomicron	50	2	3	0.158
A6	B. thetaiotaomicron	50	2	4	0.162
A6	B. thetaiotaomicron	50	2	5	0.17
A6	B. thetaiotaomicron	50	2	6	0.181
A6	B. thetaiotaomicron	50	2	7	0.194
A6	B. thetaiotaomicron	50	2	8	0.209
A6	B. thetaiotaomicron	50	2	9	0.227
A6	B. thetaiotaomicron	50	2	10	0.247
A6	B. thetaiotaomicron	50	2	11	0.269
A6	B. thetaiotaomicron	50	2	12	0.294
A6	B. thetaiotaomicron	50	2	13	0.316
A6	B. thetaiotaomicron	50	2	14	0.34
A6	B. thetaiotaomicron	50	2	15	0.354
A6	B. thetaiotaomicron	50	2	16	0.368
A6	B. thetaiotaomicron	50	2	17	0.379
A6	B. thetaiotaomicron	50	2	18	0.39
A6	B. thetaiotaomicron	50	2	19	0.4
A6	B. thetaiotaomicron	50	2	20	0.407
A6	B. thetaiotaomicron	50	2	21	0.413
A6	B. thetaiotaomicron	50	2	22	0.418
A6	B. thetaiotaomicron	50	2	23	0.421
A6	B. thetaiotaomicron	50	2	24	0.425
A6	B. thetaiotaomicron	50	3	0	0.155
A6	B. thetaiotaomicron	50	3	1	0.157
A6	B. thetaiotaomicron	50	3	2	0.159
A6	B. thetaiotaomicron	50	3	3	0.161
A6	B. thetaiotaomicron	50	3	4	0.165
A6	B. thetaiotaomicron	50	3	5	0.173
A6	B. thetaiotaomicron	50	3	6	0.184
A6	B. thetaiotaomicron	50	3	7	0.196
A6	B. thetaiotaomicron	50	3	8	0.212
A6	B. thetaiotaomicron	50	3	9	0.23
A6	B. thetaiotaomicron	50	3	10	0.251
A6	B. thetaiotaomicron	50	3	11	0.271
A6	B. thetaiotaomicron	50	3	12	0.294
A6	B. thetaiotaomicron	50	3	13	0.316
A6	B. thetaiotaomicron	50	3	14	0.333
A6	B. thetaiotaomicron	50	3	15	0.348
A6	B. thetaiotaomicron	50	3	16	0.363
A6	B. thetaiotaomicron	50	3	17	0.374
A6	B. thetaiotaomicron	50	3	18	0.384
A6	B. thetaiotaomicron	50	3	19	0.394
A6	B. thetaiotaomicron	50	3	20	0.401
A6	B. thetaiotaomicron	50	3	21	0.408
A6	B. thetaiotaomicron	50	3	22	0.412
A6	B. thetaiotaomicron	50	3	23	0.415
A6	B. thetaiotaomicron	50	3	24	0.417
A7	B. thetaiotaomicron	40	1	0	0.151
A7	B. thetaiotaomicron	40	1	1	0.153
A7	B. thetaiotaomicron	40	1	2	0.155
A7	B. thetaiotaomicron	40	1	3	0.158
A7	B. thetaiotaomicron	40	1	4	0.164
A7	B. thetaiotaomicron	40	1	5	0.174
A7	B. thetaiotaomicron	40	1	6	0.186
A7	B. thetaiotaomicron	40	1	7	0.201
A7	B. thetaiotaomicron	40	1	8	0.217
A7	B. thetaiotaomicron	40	1	9	0.237
A7	B. thetaiotaomicron	40	1	10	0.259
A7	B. thetaiotaomicron	40	1	11	0.283
A7	B. thetaiotaomicron	40	1	12	0.307
A7	B. thetaiotaomicron	40	1	13	0.333
A7	B. thetaiotaomicron	40	1	14	0.358
A7	B. thetaiotaomicron	40	1	15	0.377
A7	B. thetaiotaomicron	40	1	16	0.388
A7	B. thetaiotaomicron	40	1	17	0.396
A7	B. thetaiotaomicron	40	1	18	0.401
A7	B. thetaiotaomicron	40	1	19	0.407
A7	B. thetaiotaomicron	40	1	20	0.413
A7	B. thetaiotaomicron	40	1	21	0.417
A7	B. thetaiotaomicron	40	1	22	0.421
A7	B. thetaiotaomicron	40	1	23	0.424
A7	B. thetaiotaomicron	40	1	24	0.427
A7	B. thetaiotaomicron	40	2	0	0.152
A7	B. thetaiotaomicron	40	2	1	0.154
A7	B. thetaiotaomicron	40	2	2	0.155
A7	B. thetaiotaomicron	40	2	3	0.158
A7	B. thetaiotaomicron	40	2	4	0.164
A7	B. thetaiotaomicron	40	2	5	0.173
A7	B. thetaiotaomicron	40	2	6	0.186
A7	B. thetaiotaomicron	40	2	7	0.201
A7	B. thetaiotaomicron	40	2	8	0.219
A7	B. thetaiotaomicron	40	2	9	0.239
A7	B. thetaiotaomicron	40	2	10	0.261
A7	B. thetaiotaomicron	40	2	11	0.285
A7	B. thetaiotaomicron	40	2	12	0.311
A7	B. thetaiotaomicron	40	2	13	0.336
A7	B. thetaiotaomicron	40	2	14	0.361
A7	B. thetaiotaomicron	40	2	15	0.379
A7	B. thetaiotaomicron	40	2	16	0.389
A7	B. thetaiotaomicron	40	2	17	0.397
A7	B. thetaiotaomicron	40	2	18	0.403
A7	B. thetaiotaomicron	40	2	19	0.409
A7	B. thetaiotaomicron	40	2	20	0.415
A7	B. thetaiotaomicron	40	2	21	0.42
A7	B. thetaiotaomicron	40	2	22	0.424
A7	B. thetaiotaomicron	40	2	23	0.427
A7	B. thetaiotaomicron	40	2	24	0.43
A7	B. thetaiotaomicron	40	3	0	0.15
A7	B. thetaiotaomicron	40	3	1	0.153
A7	B. thetaiotaomicron	40	3	2	0.155
A7	B. thetaiotaomicron	40	3	3	0.158
A7	B. thetaiotaomicron	40	3	4	0.164
A7	B. thetaiotaomicron	40	3	5	0.174
A7	B. thetaiotaomicron	40	3	6	0.187
A7	B. thetaiotaomicron	40	3	7	0.202
A7	B. thetaiotaomicron	40	3	8	0.22
A7	B. thetaiotaomicron	40	3	9	0.24
A7	B. thetaiotaomicron	40	3	10	0.263
A7	B. thetaiotaomicron	40	3	11	0.288
A7	B. thetaiotaomicron	40	3	12	0.314
A7	B. thetaiotaomicron	40	3	13	0.339
A7	B. thetaiotaomicron	40	3	14	0.361
A7	B. thetaiotaomicron	40	3	15	0.377
A7	B. thetaiotaomicron	40	3	16	0.389
A7	B. thetaiotaomicron	40	3	17	0.395
A7	B. thetaiotaomicron	40	3	18	0.401
A7	B. thetaiotaomicron	40	3	19	0.407
A7	B. thetaiotaomicron	40	3	20	0.412
A7	B. thetaiotaomicron	40	3	21	0.416
A7	B. thetaiotaomicron	40	3	22	0.421
A7	B. thetaiotaomicron	40	3	23	0.424
A7	B. thetaiotaomicron	40	3	24	0.426
A8	B. thetaiotaomicron	30	1	0	0.149
A8	B. thetaiotaomicron	30	1	1	0.151
A8	B. thetaiotaomicron	30	1	2	0.153
A8	B. thetaiotaomicron	30	1	3	0.157
A8	B. thetaiotaomicron	30	1	4	0.164
A8	B. thetaiotaomicron	30	1	5	0.175
A8	B. thetaiotaomicron	30	1	6	0.188
A8	B. thetaiotaomicron	30	1	7	0.204
A8	B. thetaiotaomicron	30	1	8	0.222
A8	B. thetaiotaomicron	30	1	9	0.243
A8	B. thetaiotaomicron	30	1	10	0.266
A8	B. thetaiotaomicron	30	1	11	0.291
A8	B. thetaiotaomicron	30	1	12	0.315
A8	B. thetaiotaomicron	30	1	13	0.342
A8	B. thetaiotaomicron	30	1	14	0.368
A8	B. thetaiotaomicron	30	1	15	0.388
A8	B. thetaiotaomicron	30	1	16	0.401
A8	B. thetaiotaomicron	30	1	17	0.406
A8	B. thetaiotaomicron	30	1	18	0.41
A8	B. thetaiotaomicron	30	1	19	0.414
A8	B. thetaiotaomicron	30	1	20	0.417
A8	B. thetaiotaomicron	30	1	21	0.421
A8	B. thetaiotaomicron	30	1	22	0.424
A8	B. thetaiotaomicron	30	1	23	0.427
A8	B. thetaiotaomicron	30	1	24	0.43
A8	B. thetaiotaomicron	30	2	0	0.149
A8	B. thetaiotaomicron	30	2	1	0.151
A8	B. thetaiotaomicron	30	2	2	0.153
A8	B. thetaiotaomicron	30	2	3	0.157
A8	B. thetaiotaomicron	30	2	4	0.164
A8	B. thetaiotaomicron	30	2	5	0.174
A8	B. thetaiotaomicron	30	2	6	0.188
A8	B. thetaiotaomicron	30	2	7	0.205
A8	B. thetaiotaomicron	30	2	8	0.224
A8	B. thetaiotaomicron	30	2	9	0.246
A8	B. thetaiotaomicron	30	2	10	0.27
A8	B. thetaiotaomicron	30	2	11	0.295
A8	B. thetaiotaomicron	30	2	12	0.321
A8	B. thetaiotaomicron	30	2	13	0.347
A8	B. thetaiotaomicron	30	2	14	0.372
A8	B. thetaiotaomicron	30	2	15	0.392
A8	B. thetaiotaomicron	30	2	16	0.402
A8	B. thetaiotaomicron	30	2	17	0.408
A8	B. thetaiotaomicron	30	2	18	0.412
A8	B. thetaiotaomicron	30	2	19	0.416
A8	B. thetaiotaomicron	30	2	20	0.421
A8	B. thetaiotaomicron	30	2	21	0.425
A8	B. thetaiotaomicron	30	2	22	0.428
A8	B. thetaiotaomicron	30	2	23	0.431
A8	B. thetaiotaomicron	30	2	24	0.434
A8	B. thetaiotaomicron	30	3	0	0.157
A8	B. thetaiotaomicron	30	3	1	0.159
A8	B. thetaiotaomicron	30	3	2	0.161
A8	B. thetaiotaomicron	30	3	3	0.164
A8	B. thetaiotaomicron	30	3	4	0.171
A8	B. thetaiotaomicron	30	3	5	0.181
A8	B. thetaiotaomicron	30	3	6	0.194
A8	B. thetaiotaomicron	30	3	7	0.211
A8	B. thetaiotaomicron	30	3	8	0.23
A8	B. thetaiotaomicron	30	3	9	0.251
A8	B. thetaiotaomicron	30	3	10	0.275
A8	B. thetaiotaomicron	30	3	11	0.299
A8	B. thetaiotaomicron	30	3	12	0.326
A8	B. thetaiotaomicron	30	3	13	0.352
A8	B. thetaiotaomicron	30	3	14	0.375
A8	B. thetaiotaomicron	30	3	15	0.393
A8	B. thetaiotaomicron	30	3	16	0.404
A8	B. thetaiotaomicron	30	3	17	0.408
A8	B. thetaiotaomicron	30	3	18	0.411
A8	B. thetaiotaomicron	30	3	19	0.415
A8	B. thetaiotaomicron	30	3	20	0.419
A8	B. thetaiotaomicron	30	3	21	0.423
A8	B. thetaiotaomicron	30	3	22	0.426
A8	B. thetaiotaomicron	30	3	23	0.429
A8	B. thetaiotaomicron	30	3	24	0.431
A9	B. thetaiotaomicron	20	1	0	0.145
A9	B. thetaiotaomicron	20	1	1	0.149
A9	B. thetaiotaomicron	20	1	2	0.152
A9	B. thetaiotaomicron	20	1	3	0.159
A9	B. thetaiotaomicron	20	1	4	0.167
A9	B. thetaiotaomicron	20	1	5	0.178
A9	B. thetaiotaomicron	20	1	6	0.193
A9	B. thetaiotaomicron	20	1	7	0.21
A9	B. thetaiotaomicron	20	1	8	0.23
A9	B. thetaiotaomicron	20	1	9	0.256
A9	B. thetaiotaomicron	20	1	10	0.276
A9	B. thetaiotaomicron	20	1	11	0.302
A9	B. thetaiotaomicron	20	1	12	0.328
A9	B. thetaiotaomicron	20	1	13	0.353
A9	B. thetaiotaomicron	20	1	14	0.379
A9	B. thetaiotaomicron	20	1	15	0.4
A9	B. thetaiotaomicron	20	1	16	0.413
A9	B. thetaiotaomicron	20	1	17	0.417
A9	B. thetaiotaomicron	20	1	18	0.419
A9	B. thetaiotaomicron	20	1	19	0.422
A9	B. thetaiotaomicron	20	1	20	0.426
A9	B. thetaiotaomicron	20	1	21	0.429
A9	B. thetaiotaomicron	20	1	22	0.432
A9	B. thetaiotaomicron	20	1	23	0.434
A9	B. thetaiotaomicron	20	1	24	0.437
A9	B. thetaiotaomicron	20	2	0	0.152
A9	B. thetaiotaomicron	20	2	1	0.154
A9	B. thetaiotaomicron	20	2	2	0.158
A9	B. thetaiotaomicron	20	2	3	0.164
A9	B. thetaiotaomicron	20	2	4	0.172
A9	B. thetaiotaomicron	20	2	5	0.184
A9	B. thetaiotaomicron	20	2	6	0.199
A9	B. thetaiotaomicron	20	2	7	0.217
A9	B. thetaiotaomicron	20	2	8	0.237
A9	B. thetaiotaomicron	20	2	9	0.26
A9	B. thetaiotaomicron	20	2	10	0.284
A9	B. thetaiotaomicron	20	2	11	0.31
A9	B. thetaiotaomicron	20	2	12	0.337
A9	B. thetaiotaomicron	20	2	13	0.362
A9	B. thetaiotaomicron	20	2	14	0.387
A9	B. thetaiotaomicron	20	2	15	0.408
A9	B. thetaiotaomicron	20	2	16	0.419
A9	B. thetaiotaomicron	20	2	17	0.424
A9	B. thetaiotaomicron	20	2	18	0.427
A9	B. thetaiotaomicron	20	2	19	0.431
A9	B. thetaiotaomicron	20	2	20	0.435
A9	B. thetaiotaomicron	20	2	21	0.438
A9	B. thetaiotaomicron	20	2	22	0.441
A9	B. thetaiotaomicron	20	2	23	0.444
A9	B. thetaiotaomicron	20	2	24	0.446
A9	B. thetaiotaomicron	20	3	0	0.15
A9	B. thetaiotaomicron	20	3	1	0.153
A9	B. thetaiotaomicron	20	3	2	0.157
A9	B. thetaiotaomicron	20	3	3	0.163
A9	B. thetaiotaomicron	20	3	4	0.171
A9	B. thetaiotaomicron	20	3	5	0.182
A9	B. thetaiotaomicron	20	3	6	0.197
A9	B. thetaiotaomicron	20	3	7	0.215
A9	B. thetaiotaomicron	20	3	8	0.235
A9	B. thetaiotaomicron	20	3	9	0.258
A9	B. thetaiotaomicron	20	3	10	0.282
A9	B. thetaiotaomicron	20	3	11	0.308
A9	B. thetaiotaomicron	20	3	12	0.334
A9	B. thetaiotaomicron	20	3	13	0.36
A9	B. thetaiotaomicron	20	3	14	0.385
A9	B. thetaiotaomicron	20	3	15	0.406
A9	B. thetaiotaomicron	20	3	16	0.417
A9	B. thetaiotaomicron	20	3	17	0.42
A9	B. thetaiotaomicron	20	3	18	0.422
A9	B. thetaiotaomicron	20	3	19	0.425
A9	B. thetaiotaomicron	20	3	20	0.428
A9	B. thetaiotaomicron	20	3	21	0.432
A9	B. thetaiotaomicron	20	3	22	0.435
A9	B. thetaiotaomicron	20	3	23	0.437
A9	B. thetaiotaomicron	20	3	24	0.44
A10	B. thetaiotaomicron	10	1	0	0.153
A10	B. thetaiotaomicron	10	1	1	0.156
A10	B. thetaiotaomicron	10	1	2	0.16
A10	B. thetaiotaomicron	10	1	3	0.166
A10	B. thetaiotaomicron	10	1	4	0.174
A10	B. thetaiotaomicron	10	1	5	0.187
A10	B. thetaiotaomicron	10	1	6	0.201
A10	B. thetaiotaomicron	10	1	7	0.219
A10	B. thetaiotaomicron	10	1	8	0.24
A10	B. thetaiotaomicron	10	1	9	0.263
A10	B. thetaiotaomicron	10	1	10	0.287
A10	B. thetaiotaomicron	10	1	11	0.313
A10	B. thetaiotaomicron	10	1	12	0.337
A10	B. thetaiotaomicron	10	1	13	0.363
A10	B. thetaiotaomicron	10	1	14	0.388
A10	B. thetaiotaomicron	10	1	15	0.41
A10	B. thetaiotaomicron	10	1	16	0.422
A10	B. thetaiotaomicron	10	1	17	0.427
A10	B. thetaiotaomicron	10	1	18	0.43
A10	B. thetaiotaomicron	10	1	19	0.433
A10	B. thetaiotaomicron	10	1	20	0.436
A10	B. thetaiotaomicron	10	1	21	0.439
A10	B. thetaiotaomicron	10	1	22	0.442
A10	B. thetaiotaomicron	10	1	23	0.444
A10	B. thetaiotaomicron	10	1	24	0.446
A10	B. thetaiotaomicron	10	2	0	0.147
A10	B. thetaiotaomicron	10	2	1	0.151
A10	B. thetaiotaomicron	10	2	2	0.155
A10	B. thetaiotaomicron	10	2	3	0.161
A10	B. thetaiotaomicron	10	2	4	0.17
